,image,description,AUTHOR,BORN-DIED,TITLE,DATE,TECHNIQUE,LOCATION,FORM,TYPE,SCHOOL,TIMEFRAME,removed
34174,https://www.wga.hu/detail/r/rembrand/51etchin/1/035.jpg,['\nCatalogue number: Bartsch 35.\r\n\r\n\n'],REMBRANDT Harmenszoon van Rijn,"(b. 1606, Leiden, d. 1669, Amsterdam)",Abraham's sacrifice,1655,"Etching and drypoint, only state, 156 x 131 mm","Graphische Sammlung Albertina, Vienna",graphics,religious,Dutch,1601-1650,Catalogue number: Bartsch 35.
34183,https://www.wga.hu/detail/r/rembrand/51etchin/2/045.jpg,['\nCatalogue number: Bartsch 45.\r\n\r\n\n'],REMBRANDT Harmenszoon van Rijn,"(b. 1606, Leiden, d. 1669, Amsterdam)",The adoration of the sheperds with the lamp,1654,"Etching, first state of two, 105 x 129 mm","Rijksmuseum, Amsterdam",graphics,religious,Dutch,1601-1650,Catalogue number: Bartsch 45.
34188,https://www.wga.hu/detail/r/rembrand/51etchin/2/068.jpg,['\nCatalogue number: Bartsch 68.\r\n\r\n\n'],REMBRANDT Harmenszoon van Rijn,"(b. 1606, Leiden, d. 1669, Amsterdam)",The Tribute Money,c. 1635,"Etching, first state of two, 71 x 103 mm","Rijksmuseum, Amsterdam",graphics,religious,Dutch,1601-1650,Catalogue number: Bartsch 68.
34190,https://www.wga.hu/detail/r/rembrand/51etchin/2/071.jpg,['\nCatalogue number: Bartsch 71.\r\n\r\n\n'],REMBRANDT Harmenszoon van Rijn,"(b. 1606, Leiden, d. 1669, Amsterdam)",Christ and the Woman of Samaria,1634,"Etching, first state of two, 121 x 108 mm","British Museum, London",graphics,religious,Dutch,1601-1650,Catalogue number: Bartsch 71.
34204,https://www.wga.hu/detail/r/rembrand/51etchin/2/107.jpg,['\nCatalogue number: Bartsch 107.\r\n\r\n\n'],REMBRANDT Harmenszoon van Rijn,"(b. 1606, Leiden, d. 1669, Amsterdam)",St Francis beneath a tree praying,1657,"Drypoint and etching, second state of two, 180 x 244 mm","Teylers Museum, Haarlem",graphics,religious,Dutch,1601-1650,Catalogue number: Bartsch 107.
34211,https://www.wga.hu/detail/r/rembrand/51etchin/3/131.jpg,['\nCatalogue number: Bartsch 131.\r\n\r\n\n'],REMBRANDT Harmenszoon van Rijn,"(b. 1606, Leiden, d. 1669, Amsterdam)",Peasant family on the tramp,c. 1652,"Etching, second state of two, 113 x 93 mm","Teylers Museum, Haarlem",graphics,genre,Dutch,1601-1650,Catalogue number: Bartsch 131.
34215,https://www.wga.hu/detail/r/rembrand/51etchin/3/159.jpg,['\nCatalogue number: Bartsch 159.\r\n\r\n\n'],REMBRANDT Harmenszoon van Rijn,"(b. 1606, Leiden, d. 1669, Amsterdam)",The shell (Conus marmoreus),1650,"Etching, drypoint and burin, second state of three, 97 x 132 mm","Teylers Museum, Haarlem",graphics,other,Dutch,1601-1650,Catalogue number: Bartsch 159.
34216,https://www.wga.hu/detail/r/rembrand/51etchin/3/168.jpg,['\nCatalogue number: Bartsch 168.\r\n\r\n\n'],REMBRANDT Harmenszoon van Rijn,"(b. 1606, Leiden, d. 1669, Amsterdam)",Old beggar woman with a gourd,c. 1629,"Etching, first state of two","Rijksmuseum, Amsterdam",graphics,genre,Dutch,1601-1650,Catalogue number: Bartsch 168.
34218,https://www.wga.hu/detail/r/rembrand/51etchin/3/176.jpg,['\nCatalogue number: Bartsch 176.\r\n\r\n\n'],REMBRANDT Harmenszoon van Rijn,"(b. 1606, Leiden, d. 1669, Amsterdam)",Beggars receiving alms at the door of a house,1648,"Etching, burin, and drypoint, first state of three, 165 x 128 mm","Teylers Museum, Haarlem",graphics,genre,Dutch,1601-1650,Catalogue number: Bartsch 176.
34223,https://www.wga.hu/detail/r/rembrand/51etchin/3/196.jpg,['\nCatalogue number: Bartsch 196.\r\n\r\n\n'],REMBRANDT Harmenszoon van Rijn,"(b. 1606, Leiden, d. 1669, Amsterdam)",Nude man seated on the ground with one leg extended,1646,"Etching, second state of two, 97 x 168 mm","Rijksmuseum, Amsterdam",graphics,study,Dutch,1601-1650,Catalogue number: Bartsch 196.
34224,https://www.wga.hu/detail/r/rembrand/51etchin/3/198.jpg,['\nCatalogue number: Bartsch 198.\r\n\r\n\n'],REMBRANDT Harmenszoon van Rijn,"(b. 1606, Leiden, d. 1669, Amsterdam)",Naked woman seated on a mound,c. 1631,"Etching, second state of two, 177 x 160 mm","British Museum, London",graphics,study,Dutch,1601-1650,Catalogue number: Bartsch 198.
34229,https://www.wga.hu/detail/r/rembrand/51etchin/4/219.jpg,['\nCatalogue number: Bartsch 219.\r\n\r\n\n'],REMBRANDT Harmenszoon van Rijn,"(b. 1606, Leiden, d. 1669, Amsterdam)",Cottage and farm buildings with a man sketching,c. 1645,"Etching, only state, 129 x 209 mm","Teylers Museum, Haarlem",graphics,landscape,Dutch,1601-1650,Catalogue number: Bartsch 219.
34230,https://www.wga.hu/detail/r/rembrand/51etchin/4/222.jpg,['\nCatalogue number: Bartsch 222.\r\n\r\n\n'],REMBRANDT Harmenszoon van Rijn,"(b. 1606, Leiden, d. 1669, Amsterdam)",Clump of trees with a vista,1652,"Drypoint, second state of two, 124 x 211 mm","Teylers Museum, Haarlem",graphics,landscape,Dutch,1601-1650,Catalogue number: Bartsch 222.
34250,https://www.wga.hu/detail/r/rembrand/51etchin/5/315.jpg,['\nCatalogue number: Bartsch 315.\r\n\r\n\n'],REMBRANDT Harmenszoon van Rijn,"(b. 1606, Leiden, d. 1669, Amsterdam)","Old Man with Flowing Beard, Looking down Left",1631,"Etching, second state of two, 68 x 66 mm","Rijksmuseum, Amsterdam",graphics,portrait,Dutch,1601-1650,Catalogue number: Bartsch 315.
34254,https://www.wga.hu/detail/r/rembrand/51etchin/5/357.jpg,['\nCatalogue number: Bartsch 357.\r\n\r\n\n'],REMBRANDT Harmenszoon van Rijn,"(b. 1606, Leiden, d. 1669, Amsterdam)",The white Negress,c. 1630,"Etching, second state of two, 112 x 84 mm","Teylers Museum, Haarlem",graphics,portrait,Dutch,1601-1650,Catalogue number: Bartsch 357.
34263,https://www.wga.hu/detail/r/rembrand/53drawin/1/07bibli.jpg,['\nCatalogue number: Benesch 887.\r\n\r\n\n'],REMBRANDT Harmenszoon van Rijn,"(b. 1606, Leiden, d. 1669, Amsterdam)",Daniel in the lions' den,c. 1650,"Reed pen and brown ink, brown wash, white body colour, 222 x 185 mm","Rijksmuseum, Amsterdam",graphics,religious,Dutch,1601-1650,Catalogue number: Benesch 887.
34266,https://www.wga.hu/detail/r/rembrand/53drawin/2/31lands.jpg,['\r\nNot in the Benesch catalogue.\r\n\r\n\n'],REMBRANDT Harmenszoon van Rijn,"(b. 1606, Leiden, d. 1669, Amsterdam)",Two thatched cottages,c. 1633,"Pen and bistre, white body colour, 137 x 200 mm","J. Paul Getty Museum, Los Angeles",graphics,landscape,Dutch,1601-1650,Not in the Benesch catalogue.
34269,https://www.wga.hu/detail/r/rembrand/53drawin/2/34lands.jpg,['\nCatalogue number: Benesch 468.\r\n\r\n\n'],REMBRANDT Harmenszoon van Rijn,"(b. 1606, Leiden, d. 1669, Amsterdam)",Two sailing boats at anchor,c. 1636,"Black chalk, 145 x 162 mm","Graphische Sammlung Albertina, Vienna",graphics,landscape,Dutch,1601-1650,Catalogue number: Benesch 468.
34274,https://www.wga.hu/detail/r/rembrand/53drawin/2/39lands.jpg,['\nCatalogue number: Benesch 832.\r\n\r\n\n'],REMBRANDT Harmenszoon van Rijn,"(b. 1606, Leiden, d. 1669, Amsterdam)",Farm buildings near a brook and a high embankment,c. 1648,"Pen and wash, 144 x 244 mm","British Museum, London",graphics,landscape,Dutch,1601-1650,Catalogue number: Benesch 832.
34282,https://www.wga.hu/detail/r/rembrand/53drawin/2/46lands1.jpg,"['\r\nThis drawing is known as ""The Puff of Wind.""\r\n\r\n\n']",REMBRANDT Harmenszoon van Rijn,"(b. 1606, Leiden, d. 1669, Amsterdam)",Landscape with Cottages under Tall Trees,1650-52,"Pen, brown ink and brownish wash on parchment, 116 x 203 mm","Statens Museum for Kunst, Copenhagen",graphics,landscape,Dutch,1601-1650,This drawing is known as The Puff of Wind.
34285,https://www.wga.hu/detail/r/rembrand/53drawin/2/49lands.jpg,['\nCatalogue number: Benesch 1351.\r\n\r\n\n'],REMBRANDT Harmenszoon van Rijn,"(b. 1606, Leiden, d. 1669, Amsterdam)",River with trees,1654-56,"Brush and brown wash, 136 x 187 mm","Musée du Louvre, Paris",graphics,landscape,Dutch,1601-1650,Catalogue number: Benesch 1351.
34288,https://www.wga.hu/detail/r/rembrand/53drawin/3/61portr.jpg,['\nCatalogue number: Benesch 54.\r\n\r\n\n'],REMBRANDT Harmenszoon van Rijn,"(b. 1606, Leiden, d. 1669, Amsterdam)",Self-portrait: bust,c. 1629,"Pen and brown ink, brush and black ink, 127 x 94 mm","Rijksmuseum, Amsterdam",graphics,portrait,Dutch,1601-1650,Catalogue number: Benesch 54.
34294,https://www.wga.hu/detail/r/rembrand/53drawin/3/67portr.jpg,['\nCatalogue number: Benesch 405.\r\n\r\n\n'],REMBRANDT Harmenszoon van Rijn,"(b. 1606, Leiden, d. 1669, Amsterdam)","Saskia lying in bed, and a nurse",c. 1635,"Brown and black ink and wash, 228 x 165 mm","Staatliche Graphische Sammlung, Munich",graphics,portrait,Dutch,1601-1650,Catalogue number: Benesch 405.
34306,https://www.wga.hu/detail/r/rembrand/53drawin/4/086real.jpg,['\nCatalogue number: Benesch 292.\r\n\r\n\n'],REMBRANDT Harmenszoon van Rijn,"(b. 1606, Leiden, d. 1669, Amsterdam)","Study for ""The great Jewish bride""",c. 1635,"Black ink and wash, 232 x 182 mm","Nationalmuseum, Stockholm",graphics,study,Dutch,1601-1650,Catalogue number: Benesch 292.
34324,https://www.wga.hu/detail/r/rembrand/53drawin/5/116stud.jpg,['\nCatalogue number: Benesch 82.\r\n\r\n\n'],REMBRANDT Harmenszoon van Rijn,"(b. 1606, Leiden, d. 1669, Amsterdam)",Study of a drunk,1633,"Black and some white chalk, 251 x 189 mm","Städelsches Kunstinstitut, Frankfurt",graphics,study,Dutch,1601-1650,Catalogue number: Benesch 82.
34326,https://www.wga.hu/detail/r/rembrand/53drawin/5/118stud.jpg,['\nCatalogue number: Benesch 314.\r\n\r\n\n'],REMBRANDT Harmenszoon van Rijn,"(b. 1606, Leiden, d. 1669, Amsterdam)","A woman in Zeeland costume, from the front",c. 1636,"Pen and wash, 130 x 78 mm mm","British Museum, London",graphics,study,Dutch,1601-1650,Catalogue number: Benesch 314.
34327,https://www.wga.hu/detail/r/rembrand/53drawin/5/119stud.jpg,['\nCatalogue number: Benesch 315.\r\n\r\n\n'],REMBRANDT Harmenszoon van Rijn,"(b. 1606, Leiden, d. 1669, Amsterdam)","A woman in Zeeland costume, from the back",c. 1636,"Pen and wash, 220 x 150 mm","Teylers Museum, Haarlem",graphics,study,Dutch,1601-1650,Catalogue number: Benesch 315.
34336,https://www.wga.hu/detail/r/rembrand/53drawin/6/141misc.jpg,['\nCatalogue number: Benesch 391 recto.\r\n\r\n\n'],REMBRANDT Harmenszoon van Rijn,"(b. 1606, Leiden, d. 1669, Amsterdam)",Two women teaching a child to walk,c. 1632,"Gallnut ink and wash, 160 x 144 mm","Frits Lugt Collection, Paris",graphics,study,Dutch,1601-1650,Catalogue number: Benesch 391 recto.
34339,https://www.wga.hu/detail/r/rembrand/53drawin/6/144misc.jpg,['\nCatalogue number: Benesch 401.\r\n\r\n\n'],REMBRANDT Harmenszoon van Rijn,"(b. 1606, Leiden, d. 1669, Amsterdam)",The naughty boy,c. 1635,"Brown ink and wash, white body colour, 106 x 143 mm","Staatliche Museen, Berlin",graphics,study,Dutch,1601-1650,Catalogue number: Benesch 401.
34345,https://www.wga.hu/detail/r/rembrand/53drawin/6/151misc.jpg,['\nCatalogue number: Benesch 455.\r\n\r\n\n'],REMBRANDT Harmenszoon van Rijn,"(b. 1606, Leiden, d. 1669, Amsterdam)",The sleeping watchdog,1637-40,"Pen and brown ink, brush and brown wash, 143 x 167 mm","Museum of Fine Arts, Boston",graphics,study,Dutch,1601-1650,Catalogue number: Benesch 455.
34353,https://www.wga.hu/detail/r/rembrand/53drawin/6/159misc.jpg,['\nCatalogue number: Benesch 1161.\r\n\r\n\n'],REMBRANDT Harmenszoon van Rijn,"(b. 1606, Leiden, d. 1669, Amsterdam)",Rembrandt's studio,c. 1655,"Black ink and wash, white body colour, 205 x 190 mm","Ashmolean Museum, Oxford",graphics,study,Dutch,1601-1650,Catalogue number: Benesch 1161.
34355,https://www.wga.hu/detail/r/rembrand/53drawin/6/161misc.jpg,['\nCatalogue number: Benesch 1140A.\r\n\r\n\n'],REMBRANDT Harmenszoon van Rijn,"(b. 1606, Leiden, d. 1669, Amsterdam)",Woman with a child making water,c. 1657,"Reed pen and brown ink, 135 x 120 mm","Rijksmuseum, Amsterdam",graphics,study,Dutch,1601-1650,Catalogue number: Benesch 1140A.
34618,https://www.wga.hu/detail/r/ribera/1/stjames2.jpg,['\r\nRibera treated this subject on several occasions.\r\n\r\n\n'],"RIBERA, Jusepe de","(b. 1591, Játiva, d. 1652, Napoli)",St James the Greater,1630s,"Oil on canvas, 74 x 64 cm",Private collection,painting,religious,Spanish,1601-1650,Ribera treated this subject on several occasions.
34802,https://www.wga.hu/detail/r/riemensc/2wurzbu2.jpg,['\r\nThe statue comes from the Mary Chapel in Würzburg.\r\n\r\n\n'],"RIEMENSCHNEIDER, Tilman","(b. ca. 1460, Osterode, d. 1531, Würzburg)",St John,1505-10,"Unpainted wood, height 56 cm","Bayerisches Nationalmuseum, Munich",sculpture,religious,German,1501-1550,The statue comes from the Mary Chapel in Würzburg.
34839,https://www.wga.hu/detail/r/rigaud/p_drevet.jpg,['\r\nPierre Drevet was an engraver in Lyon.\r\n\r\n\n'],"RIGAUD, Hyacinthe","(b. 1659, Perpignan, d. 1743, Paris)",Portrait of Pierre Drevet,c. 1700,"Oil on canvas, 116 x 89 cm","Musée des Beaux-Arts, Lyon",painting,portrait,French,1701-1750,Pierre Drevet was an engraver in Lyon.
34914,https://www.wga.hu/detail/r/rizzo/foscari4.jpg,['\r\nThe picture shows the statue during restoration.\r\n\r\n\n'],"RIZZO, Antonio","(b. ca. 1430, Verona, d. ca. 1499)",Mars,c. 1485,Marble,"Palazzo Ducale, Venice",sculpture,mythological,Italian,1451-1500,The picture shows the statue during restoration.
34938,https://www.wga.hu/detail/r/robbia/andrea/misc/10andrea.jpg,['\r\nThe picture shows a detail of the predella.\r\n\r\n\n'],"ROBBIA, Andrea della","(b. 1435, Firenze, d. 1525, Firenze)",Trinity Altarpiece (detail),1485-86,Glazed terracotta,"Cathedral, Arezzo",sculpture,religious,Italian,1451-1500,The picture shows a detail of the predella.
35162,https://www.wga.hu/detail/r/rodin/1gates/1gates07.jpg,['\r\nThis detail represents Paolo and Francesca.\r\n\r\n\n'],"RODIN, Auguste","(b. 1840, Paris, d. 1917, Meudon)",The Gates of Hell (detail),1880-90 (cast 1926-28),Bronze,"Musée Rodin, Paris",sculpture,mythological,French,1851-1900,This detail represents Paolo and Francesca.
35401,https://www.wga.hu/detail/r/romano/andreasi.jpg,['\r\nGirolamo Andreasi was a nobleman in Mantua.\r\n\r\n\n'],"ROMANO, Gian Cristoforo","(b. ca. 1465, Roma, d. 1512, Loreto)",Bust of Girolamo Andreasi,1500-10,Marble,"Museo Bardini, Florence",sculpture,portrait,Italian,1451-1500,Girolamo Andreasi was a nobleman in Mantua.
35432,https://www.wga.hu/detail/r/rombouts/allegor1.jpg,['\r\nThe detail shows the allegory of hearing.\r\n\r\n\n'],"ROMBOUTS, Theodor","(b. 1597, Antwerpen, d. 1637, Antwerpen)",Allegory of the Five Senses (detail),-,Oil on canvas,"Museum voor Schone Kunsten, Ghent",painting,mythological,Flemish,1601-1650,The detail shows the allegory of hearing.
35745,https://www.wga.hu/detail/r/rousseau/big_tree.jpg,['\r\nThe painting is signed lower left: Th. Rousseau.\r\n\r\n\n'],"ROUSSEAU, Théodore","(b. 1812, Paris, d. 1867, Barbizon)",The Big Tree,-,"Oil on panel, 13 x 20 cm",Private collection,painting,landscape,French,1851-1900,The painting is signed lower left: Th. Rousseau.
35748,https://www.wga.hu/detail/r/rousseau/marshlan.jpg,['\r\nThe painting was exhibited at the Salon of 1853.\r\n\r\n\n'],"ROUSSEAU, Théodore","(b. 1812, Paris, d. 1867, Barbizon)",Marsh in the Landes,1853,"Oil on wood, 63 x 97 cm","Musée du Louvre, Paris",painting,landscape,French,1851-1900,The painting was exhibited at the Salon of 1853.
35915,https://www.wga.hu/detail/r/rubens/40histor/02medici.jpg,['\r\nThe detail shows the Naiads.\r\n\r\n\n'],"RUBENS, Peter Paul","(b. 1577, Siegen, d. 1640, Antwerpen)",The Landing of Marie de Médicis at Marseilles (detail),1623-25,Oil on canvas,"Musée du Louvre, Paris",painting,historical,Flemish,1601-1650,The detail shows the Naiads.
36012,https://www.wga.hu/detail/r/rubens/7graphic/11sketch.jpg,['\r\nThis is a sketch for a large altar painting.\r\n\r\n\n'],"RUBENS, Peter Paul","(b. 1577, Siegen, d. 1640, Antwerpen)",Virgin and Child Enthroned with Saints,c. 1628,"Oil on wood, 80 x 56 cm","Staatliche Museen, Berlin",painting,religious,Flemish,1601-1650,This is a sketch for a large altar painting.
36023,https://www.wga.hu/detail/r/rubens/7graphic/18drawin.jpg,['\r\nThis drawing is a study for the Drunken Silenus.\r\n\r\n\n'],"RUBENS, Peter Paul","(b. 1577, Siegen, d. 1640, Antwerpen)",Silenus (or Bacchus) and Satyrs,c. 1616,"Drawing, 383 x 266 mm","Musée du Louvre, Paris",graphics,study,Flemish,1601-1650,This drawing is a study for the Drunken Silenus.
36038,https://www.wga.hu/detail/r/rude/fisherbo.jpg,['\r\nThis piece was exhibited at the Salon of 1831.\r\n\r\n\n'],"RUDE, François","(b. 1784, Dijon, d. 1855, Paris)",Neapolitan Fisherboy Playing with a Tortoise,1831-33,"Marble, 77 x 47 cm","Musée du Louvre, Paris",sculpture,genre,French,1801-1850,This piece was exhibited at the Salon of 1831.
36108,https://www.wga.hu/detail/r/runge/5morning.jpg,['\r\nThis is a design for the Great Morning.\r\n\r\n\n'],"RUNGE, Philipp Otto","(b. 1777, Wolgast, d. 1810, Hamburg)",Lily of Light and Morning Star,1808,"Pencil, black, red and white chalk on brownish paper, 570 x 409 mm","Wallraf-Richartz-Museum, Cologne",graphics,study,German,1801-1850,This is a design for the Great Morning.
36118,https://www.wga.hu/detail/r/ruoppolo/fruistil.jpg,['\r\nThe painting is signed lower left.\r\n\r\n\n'],"RUOPPOLO, Giovanni Battista","(b. 1629, Napoli, d. 1693, Napoli)",Fruit Still-Life,-,"Oil on canvas, 76 x 128 cm",Private collection,painting,still-life,Italian,1651-1700,The painting is signed lower left.
36298,https://www.wga.hu/detail/s/sadeler/aegidiu2/waterfal.jpg,['\r\nThis print was executed after Roelandt Savery.\r\n\r\n\n'],"SADELER, Aegidius II","(b. 1570, Antwerpen, d. 1629, Prague)",Waterfall in a Forest with Three Travelers,1609,"Engraving on paper, 212 x 272 mm","Szépmûvészeti Múzeum, Budapest",graphics,landscape,Flemish,1601-1650,This print was executed after Roelandt Savery.
36300,https://www.wga.hu/detail/s/sadeler/jan1/stursula.jpg,['\r\nThis print was made after Peter Candid.\r\n\r\n\n'],"SADELER, Jan I","(b. 1550, Bruxelles, d. 1600, Venezia)",Martyrdom of Saint Ursula,1575-1600,"Engraving on paper, 432 x 279 mm","Szépmûvészeti Múzeum, Budapest",graphics,religious,Flemish,1551-1600,This print was made after Peter Candid.
36374,https://www.wga.hu/detail/s/salimbe/oratory/orator12.jpg,['\r\nThe detail shows Herod on horseback.\r\n\r\n\n'],"SALIMBENI, Lorenzo","(b. 1374, San Severino, d. ca. 1420, San Severino)",John Preaching before Herod (detail),c. 1416,Fresco,"Oratory of San Giovanni Battista, Urbino",painting,religious,Italian,1401-1450,The detail shows Herod on horseback.
36375,https://www.wga.hu/detail/s/salimbe/oratory/orator13.jpg,"['\r\nThe detail shows the newly baptised,\r\n\r\n\n']","SALIMBENI, Lorenzo","(b. 1374, San Severino, d. ca. 1420, San Severino)",Baptism of the Neophytes (detail),c. 1416,Fresco,"Oratory of San Giovanni Battista, Urbino",painting,religious,Italian,1401-1450,"The detail shows the newly baptised,"
36421,https://www.wga.hu/detail/s/salviati/2/2visita3.jpg,['\r\nThe picture shows the left part of the fresco.\r\n\r\n\n'],"SALVIATI, Cecchino del","(b. 1510, Firenze, d. 1563, Roma)",The Visitation (detail),1538,Fresco,"Oratorio di San Giovanni Decollato, Rome",painting,religious,Italian,1501-1550,The picture shows the left part of the fresco.
36422,https://www.wga.hu/detail/s/salviati/2/2visita4.jpg,['\r\nThe picture shows the right part of the fresco.\r\n\r\n\n'],"SALVIATI, Cecchino del","(b. 1510, Firenze, d. 1563, Roma)",The Visitation (detail),1538,Fresco,"Oratorio di San Giovanni Decollato, Rome",painting,religious,Italian,1501-1550,The picture shows the right part of the fresco.
36449,https://www.wga.hu/detail/s/salviatx/lazarus.jpg,['\r\nThis painting borrows heavily from Michelangelo.\r\n\r\n\n'],"SALVIATI, Giuseppe","(b. ca. 1520, Castelnuovo di Garfagnana, d. ca. 1575, Venezia)",The Raising of Lazarus,1540-45,Oil on canvas,"Fondazione Querini Stampalia, Venice",painting,religious,Italian,1551-1600,This painting borrows heavily from Michelangelo.
